segment_id,zone,latitude,longitude,line_age_years,conductor_material,span_length_m,visual_condition_score,vegetation_proximity_score,past_fault_count,months_since_last_inspection,average_load_percentage,overload_hours_last_month,max_wind_speed_kmph,heavy_rainfall_days,failure_within_30_days,risk_score,risk_level,recommendation,priority_rank
LT-1050,South,12.780415,79.982974,28,AAC,29.4,9,0,1,11,68.8,6.4,61.3,6,1,62.0,High,Inspect within 7 days,416
LT-1168,East,12.906331,80.218649,8,ACSR,51.8,5,9,1,34,59.2,14.4,57.5,9,1,62.0,High,Inspect within 7 days,417
LT-1551,North,13.104641,80.146703,25,ACSR,27.3,8,10,1,10,69.6,8.8,53.9,3,0,62.0,High,Inspect within 7 days,418
LT-0571,South,12.771448,80.009349,30,ACSR,45.1,2,0,1,36,71.5,28.3,47.2,4,0,61.9,High,Inspect within 7 days,419
LT-0040,West,12.928544,79.915036,22,ACSR,36.3,1,7,2,28,73.2,30.2,59.5,3,0,61.9,High,Inspect within 7 days,420
LT-0834,West,12.910836,79.936384,30,ACSR,34.0,10,5,1,26,84.3,13.3,23.8,4,0,61.9,High,Inspect within 7 days,421
LT-0933,East,12.863158,80.198792,32,Copper,43.9,3,7,1,27,63.1,29.9,66.4,3,0,61.9,High,Inspect within 7 days,422
LT-0458,East,12.899675,80.215983,35,Copper,42.3,10,7,0,14,60.8,17.0,49.5,6,0,61.8,High,Inspect within 7 days,423
LT-1025,West,12.916863,79.958041,27,ACSR,49.8,4,1,1,22,120.4,32.6,67.3,3,1,61.7,High,Inspect within 7 days,424
LT-0163,South,12.668683,80.02983,27,AAC,27.6,5,7,1,18,98.7,42.7,40.2,2,0,61.7,High,Inspect within 7 days,425
LT-1745,West,12.986275,79.901667,13,ACSR,33.7,1,9,1,27,112.0,18.3,73.4,4,0,61.5,High,Inspect within 7 days,426
LT-0616,West,12.935983,79.932578,25,ACSR,24.0,4,7,1,35,86.8,22.2,26.2,4,1,61.4,High,Inspect within 7 days,427
LT-0015,East,12.932521,80.237473,33,ACSR,36.9,9,3,0,36,85.1,13.9,38.6,1,0,61.4,High,Inspect within 7 days,428
LT-0851,North,13.073123,80.168567,27,ACSR,15.1,7,0,1,34,105.7,32.4,17.5,3,0,61.2,High,Inspect within 7 days,429
LT-1669,North,13.093134,80.173551,31,Copper,31.6,3,8,2,11,79.2,4.2,53.8,5,0,61.1,High,Inspect within 7 days,430
LT-0281,North,13.114879,80.155168,33,AAC,39.8,1,2,1,28,76.7,4.9,33.4,7,0,61.1,High,Inspect within 7 days,431
LT-0043,West,12.924495,79.978863,19,AAC,40.4,4,10,0,29,70.1,19.7,43.7,7,0,61.1,High,Inspect within 7 days,432
LT-1534,West,12.9324,79.940663,30,AAC,41.4,2,2,1,32,117.5,44.2,23.5,4,1,61.1,High,Inspect within 7 days,433
LT-1561,Central,12.88655,80.073005,26,ACSR,41.0,9,6,1,20,104.9,39.3,34.7,1,0,61.0,High,Inspect within 7 days,434
LT-0692,Central,12.936914,80.058044,28,ACSR,42.0,8,6,0,24,82.8,35.4,26.9,4,0,61.0,High,Inspect within 7 days,435
LT-0642,Central,12.887453,80.00857,18,ACSR,50.0,10,0,1,30,104.4,82.9,22.4,3,0,60.8,High,Inspect within 7 days,436
LT-0534,West,12.955633,80.009679,2,ACSR,30.6,9,5,3,15,77.1,45.4,68.2,4,0,60.8,High,Inspect within 7 days,437
LT-1388,South,12.706078,80.014357,13,AAC,33.3,7,9,3,19,56.5,32.1,44.4,3,0,60.8,High,Inspect within 7 days,438
LT-1716,West,12.978343,79.908324,32,Copper,37.6,4,3,0,18,98.2,96.7,37.7,3,0,60.6,High,Inspect within 7 days,439
LT-0880,West,12.928478,79.915198,11,AAC,29.9,10,9,1,31,114.4,46.1,29.7,1,0,60.5,High,Inspect within 7 days,440
LT-0607,Central,12.926812,80.032909,34,AAC,35.2,4,1,3,11,86.9,17.9,48.4,2,0,60.4,High,Inspect within 7 days,441
LT-1426,South,12.695078,79.960096,28,AAC,25.0,10,1,0,35,62.6,14.3,37.4,4,0,60.3,High,Inspect within 7 days,442
LT-1449,West,12.928,79.874327,33,AAC,44.9,10,2,0,26,79.8,16.0,46.0,3,1,60.3,High,Inspect within 7 days,443
LT-0706,East,12.924589,80.193662,31,AAC,41.4,3,2,1,9,107.1,41.8,57.5,5,0,60.2,High,Inspect within 7 days,444
LT-0468,Central,12.871512,80.048941,35,AAC,29.3,7,2,2,4,82.0,27.7,46.4,3,0,60.2,High,Inspect within 7 days,445
LT-0886,South,12.686071,80.018699,29,AAC,24.7,8,3,2,19,55.0,18.0,41.5,3,0,60.2,High,Inspect within 7 days,446
LT-1718,West,12.894182,79.90686,31,AAC,32.9,8,10,1,4,65.9,19.5,41.7,5,0,60.1,High,Inspect within 7 days,447
LT-0689,West,13.031127,79.929057,13,AAC,21.5,8,3,2,26,76.0,0.6,35.6,8,0,60.1,High,Inspect within 7 days,448
LT-0351,West,12.903345,79.893326,28,AAC,46.3,4,3,1,19,75.0,28.5,76.3,3,1,59.9,High,Inspect within 7 days,449
LT-0941,South,12.725097,79.944667,19,ACSR,43.9,7,4,4,17,78.0,16.7,41.4,4,0,59.9,High,Inspect within 7 days,450
LT-0751,South,12.732558,80.093208,33,AAC,39.3,2,10,0,8,106.5,37.6,48.9,2,0,59.7,High,Inspect within 7 days,451
LT-1255,North,13.067636,80.146466,19,ACSR,34.8,4,4,1,8,99.0,58.0,50.1,7,0,59.7,High,Inspect within 7 days,452
LT-0923,West,12.95589,79.943626,17,AAC,22.2,4,5,1,17,95.3,39.5,58.7,5,0,59.6,High,Inspect within 7 days,453
LT-0473,North,13.089705,80.166874,26,AAC,21.6,3,2,0,29,66.0,10.3,68.8,4,0,59.6,High,Inspect within 7 days,454
LT-1653,South,12.718588,79.973243,31,AAC,29.3,4,1,1,32,95.7,40.4,35.2,1,1,59.4,High,Inspect within 7 days,455
LT-0774,Central,12.950189,80.144291,23,Copper,28.1,7,9,1,26,78.8,0.9,41.6,4,0,59.4,High,Inspect within 7 days,456
LT-1406,South,12.739418,80.028909,26,AAC,36.3,2,7,1,9,68.7,35.5,79.6,2,1,59.2,High,Inspect within 7 days,457
LT-0297,Central,13.01001,80.067807,35,ACSR,24.9,2,6,2,21,90.7,12.4,26.8,1,1,59.2,High,Inspect within 7 days,458
LT-1201,East,12.933983,80.239903,33,ACSR,29.6,7,7,0,12,98.4,23.8,51.6,2,0,59.2,High,Inspect within 7 days,459
LT-1328,East,12.913521,80.225448,12,ACSR,29.3,7,9,1,30,75.3,38.3,61.8,1,0,59.2,High,Inspect within 7 days,460
LT-1611,South,12.710089,79.981519,14,AAC,34.6,7,7,0,35,94.9,35.6,45.1,3,0,59.1,High,Inspect within 7 days,461
LT-1766,North,13.069071,80.137079,16,AAC,52.0,5,8,0,27,95.4,38.2,38.4,6,0,59.1,High,Inspect within 7 days,462
LT-0192,South,12.689507,79.994558,27,ACSR,18.9,10,5,1,6,87.1,30.4,56.4,2,0,59.1,High,Inspect within 7 days,463
LT-0262,Central,12.930365,80.134612,22,AAC,33.3,9,4,1,12,90.5,61.8,41.2,1,1,59.0,High,Inspect within 7 days,464
LT-1160,West,12.995157,79.9604,15,Copper,37.5,8,5,2,27,103.5,37.7,30.9,5,0,59.0,High,Inspect within 7 days,465
LT-0004,West,12.898833,79.95512,32,AAC,20.9,4,7,0,13,79.0,1.2,71.5,4,0,59.0,High,Inspect within 7 days,466
LT-0084,North,13.059444,80.105546,33,ACSR,37.0,9,10,0,9,75.2,15.9,28.2,5,1,59.0,High,Inspect within 7 days,467
LT-1605,South,12.640928,79.968193,28,ACSR,30.9,6,2,0,31,82.8,21.7,62.1,3,0,59.0,High,Inspect within 7 days,468
LT-0247,West,12.948815,79.940539,17,ACSR,30.7,7,10,2,23,88.5,50.4,33.9,0,0,58.9,High,Inspect within 7 days,469
LT-1375,Central,12.886561,80.048104,14,AAC,15.0,6,8,2,30,39.9,3.5,38.7,6,0,58.9,High,Inspect within 7 days,470
LT-0405,Central,12.876962,80.126909,27,ACSR,39.8,9,9,2,4,55.3,23.5,37.6,4,1,58.9,High,Inspect within 7 days,471
LT-0687,East,12.955889,80.183679,26,ACSR,15.0,6,7,1,10,81.7,61.2,47.5,1,0,58.8,High,Inspect within 7 days,472
LT-0663,South,12.638552,80.006474,22,AAC,35.3,3,3,2,34,91.3,21.8,47.0,3,1,58.8,High,Inspect within 7 days,473
LT-0047,South,12.705662,80.071036,17,AAC,33.7,2,4,3,32,84.9,28.4,31.8,4,0,58.8,High,Inspect within 7 days,474
LT-1800,West,12.932596,79.86224,27,AAC,40.8,6,8,1,10,66.9,43.3,60.9,2,0,58.8,High,Inspect within 7 days,475
LT-0498,West,12.976183,79.950023,24,ACSR,31.5,3,8,2,34,75.2,5.5,25.1,4,0,58.7,High,Inspect within 7 days,476
LT-0569,South,12.738085,80.016911,23,AAC,33.7,5,4,2,9,85.0,38.3,51.0,4,0,58.7,High,Inspect within 7 days,477
LT-0868,West,12.920679,79.894864,28,ACSR,44.4,4,5,3,18,87.9,7.9,50.6,3,0,58.7,High,Inspect within 7 days,478
LT-1391,Central,12.906013,80.092407,35,ACSR,43.7,2,9,0,27,59.3,12.9,31.0,5,0,58.7,High,Inspect within 7 days,479
LT-0595,North,13.101756,80.210908,31,ACSR,33.9,4,5,0,22,118.1,26.0,32.8,3,1,58.7,High,Inspect within 7 days,480
LT-1072,West,12.881748,79.905561,34,ACSR,47.8,4,2,1,32,45.6,19.7,52.8,4,0,58.5,High,Inspect within 7 days,481
LT-1260,Central,12.887916,80.145831,34,ACSR,67.3,8,1,2,16,54.2,34.2,39.4,3,0,58.5,High,Inspect within 7 days,482
LT-1119,South,12.641501,80.066232,29,AAC,36.8,3,6,4,3,72.4,30.6,42.4,3,0,58.4,High,Inspect within 7 days,483
LT-1333,East,12.963929,80.251277,27,ACSR,20.8,7,6,0,32,109.1,50.0,12.7,1,0,58.4,High,Inspect within 7 days,484
LT-0001,West,13.019368,79.944341,2,AAC,36.4,10,9,0,29,97.1,64.7,40.6,3,1,58.3,High,Inspect within 7 days,485
LT-0213,South,12.747879,80.046265,15,AAC,40.0,2,10,1,29,82.8,7.0,72.5,2,1,58.3,High,Inspect within 7 days,486
LT-1531,South,12.757564,79.994312,9,Copper,29.2,8,10,0,34,92.7,14.5,43.3,7,0,58.2,High,Inspect within 7 days,487
LT-0560,East,12.91991,80.249443,33,ACSR,53.2,3,8,0,24,82.5,29.3,45.8,3,0,58.2,High,Inspect within 7 days,488
LT-0076,South,12.680894,79.997152,9,ACSR,28.7,8,5,2,32,87.2,24.2,59.4,2,0,58.2,High,Inspect within 7 days,489
LT-0301,West,12.876643,79.930362,31,AAC,33.1,10,4,1,14,51.0,8.6,61.1,3,0,58.2,High,Inspect within 7 days,490
LT-1714,Central,12.855915,80.110537,31,ACSR,34.7,5,3,0,8,58.9,34.6,61.2,7,0,58.1,High,Inspect within 7 days,491
LT-1643,East,12.912698,80.202313,30,AAC,36.7,2,9,1,12,65.3,42.7,59.3,2,0,58.0,High,Inspect within 7 days,492
LT-0936,South,12.717784,79.994266,16,AAC,41.9,10,1,2,14,109.6,84.7,22.8,3,0,57.8,High,Inspect within 7 days,493
LT-1513,West,12.911353,79.972699,34,ACSR,22.8,2,1,2,24,49.6,4.3,33.4,8,0,57.8,High,Inspect within 7 days,494
LT-1057,Central,12.891317,80.056689,33,Copper,43.5,6,5,1,7,97.3,63.8,41.1,3,0,57.7,High,Inspect within 7 days,495
LT-1557,Central,12.914838,80.107837,24,AAC,45.3,4,3,1,15,95.3,54.4,44.7,4,0,57.6,High,Inspect within 7 days,496
LT-0504,East,12.846795,80.218573,34,AAC,41.9,7,8,2,7,65.4,20.0,40.5,3,0,57.5,High,Inspect within 7 days,497
LT-1005,West,12.883406,79.904307,20,AAC,35.1,8,10,0,20,96.0,32.1,61.1,1,0,57.5,High,Inspect within 7 days,498
LT-0256,West,12.963058,79.91156,25,AAC,30.9,5,4,2,28,71.4,24.6,26.1,4,0,57.4,High,Inspect within 7 days,499
LT-0432,West,13.010382,79.971882,2,AAC,31.3,9,9,2,23,73.7,45.5,45.2,3,0,57.4,High,Inspect within 7 days,500
LT-0105,West,12.902039,79.944085,16,AAC,22.0,4,10,2,12,106.7,61.9,38.7,2,0,57.4,High,Inspect within 7 days,501
LT-1674,North,13.023823,80.190376,9,AAC,29.8,7,3,1,30,82.4,29.4,57.6,5,0,57.3,High,Inspect within 7 days,502
LT-1245,South,12.744069,80.038994,9,AAC,39.7,6,7,3,22,75.5,12.8,46.5,5,0,57.3,High,Inspect within 7 days,503
LT-0097,South,12.743524,80.045168,29,ACSR,45.4,3,4,0,18,36.6,27.8,81.8,4,0,57.2,High,Inspect within 7 days,504
LT-1612,West,12.950609,79.965571,32,AAC,41.6,7,4,1,10,92.4,7.7,44.4,5,0,57.1,High,Inspect within 7 days,505
LT-0488,South,12.73723,79.986308,12,ACSR,55.4,4,9,3,26,85.3,15.6,38.7,5,0,57.1,High,Inspect within 7 days,506
LT-0270,North,13.09978,80.189898,22,ACSR,37.7,4,8,1,16,67.4,9.1,57.8,5,0,57.0,High,Inspect within 7 days,507
LT-1364,North,13.091674,80.148188,23,ACSR,36.5,2,2,2,34,82.4,47.8,25.5,3,1,56.9,High,Inspect within 7 days,508
LT-0102,West,12.953768,79.898257,30,Copper,70.0,10,9,0,19,60.3,16.3,50.7,5,1,56.9,High,Inspect within 7 days,509
LT-1773,West,12.936074,79.949558,17,Copper,33.0,7,1,2,11,101.2,74.9,46.9,6,0,56.9,High,Inspect within 7 days,510
LT-0316,South,12.650779,80.002845,28,ACSR,40.2,3,2,2,20,68.9,23.5,48.6,6,0,56.8,High,Inspect within 7 days,511
LT-1281,South,12.716644,79.98437,35,AAC,34.3,4,9,0,13,85.8,15.7,44.4,3,0,56.8,High,Inspect within 7 days,512
LT-1087,West,12.965613,79.929336,26,AAC,24.3,7,7,1,12,84.8,36.1,48.7,1,0,56.8,High,Inspect within 7 days,513
LT-0586,West,12.868083,79.939979,25,ACSR,39.2,10,0,2,35,35.0,37.0,25.3,4,0,56.7,High,Inspect within 7 days,514
LT-1430,East,12.895662,80.223649,17,AAC,39.6,5,5,2,26,68.6,12.3,63.4,4,0,56.7,High,Inspect within 7 days,515
LT-0002,East,12.893925,80.230342,31,Copper,28.6,3,7,3,2,81.4,31.5,47.9,5,1,56.6,High,Inspect within 7 days,516
LT-0268,North,13.033328,80.148483,30,Copper,27.6,4,3,0,36,84.2,13.2,70.3,1,0,56.6,High,Inspect within 7 days,517
LT-1037,South,12.70193,80.009755,21,AAC,40.3,5,9,1,12,104.9,61.6,44.7,1,0,56.6,High,Inspect within 7 days,518
LT-1648,West,12.886951,79.872209,30,AAC,29.8,3,4,3,5,72.2,23.4,58.3,4,0,56.6,High,Inspect within 7 days,519
LT-0069,North,13.103583,80.230774,16,ACSR,50.2,5,9,1,21,82.1,13.0,49.9,5,1,56.5,High,Inspect within 7 days,520
LT-0142,East,12.914251,80.172828,24,Copper,32.9,2,7,1,25,98.0,46.3,56.5,3,0,56.4,High,Inspect within 7 days,521
LT-0367,West,12.942368,79.953304,21,AAC,15.0,7,9,1,7,88.3,6.6,33.9,8,0,56.4,High,Inspect within 7 days,522
LT-0465,East,12.903108,80.222663,19,AAC,32.2,9,8,0,14,74.3,18.7,35.7,9,0,56.4,High,Inspect within 7 days,523
LT-1007,Central,12.941119,80.072039,15,AAC,18.6,4,8,1,12,61.3,28.8,71.2,4,1,56.3,High,Inspect within 7 days,524
LT-0605,Central,12.875069,80.033522,29,AAC,33.6,9,8,1,3,72.9,27.6,49.9,2,0,56.1,High,Inspect within 7 days,525
LT-1177,East,12.966973,80.131575,15,Copper,26.2,10,6,2,34,75.0,18.5,38.9,3,1,56.1,High,Inspect within 7 days,526
LT-0989,South,12.760603,80.020742,30,ACSR,15.0,5,2,0,24,64.3,44.2,33.9,4,0,56.1,High,Inspect within 7 days,527
LT-0345,West,12.879993,79.953188,25,ACSR,47.8,2,10,1,36,69.7,6.7,53.6,2,0,56.1,High,Inspect within 7 days,528
LT-0021,West,12.947373,79.936512,17,AAC,39.0,4,7,0,34,100.4,59.1,31.6,3,0,55.8,High,Inspect within 7 days,529
LT-1032,West,12.919816,79.870268,29,ACSR,36.9,7,3,3,20,81.6,32.8,18.3,3,0,55.8,High,Inspect within 7 days,530
LT-0820,South,12.691446,79.967018,30,Copper,39.9,1,6,0,35,77.6,8.7,60.5,5,0,55.8,High,Inspect within 7 days,531
LT-0402,Central,12.933712,80.057987,15,ACSR,27.6,8,6,1,2,97.6,72.1,46.2,4,0,55.6,High,Inspect within 7 days,532
LT-1011,West,13.001343,79.936261,34,Copper,36.0,8,3,0,22,105.9,56.8,23.9,2,1,55.6,High,Inspect within 7 days,533
LT-0418,West,12.951726,79.906608,19,ACSR,18.4,4,8,0,27,60.3,58.8,59.6,1,0,55.6,High,Inspect within 7 days,534
LT-0329,West,12.967198,79.931965,35,AAC,55.2,8,9,0,10,97.8,50.9,10.0,3,0,55.6,High,Inspect within 7 days,535
LT-1166,Central,12.865447,80.07822,18,AAC,37.0,8,6,2,11,93.2,34.4,51.5,2,0,55.5,High,Inspect within 7 days,536
LT-1471,Central,12.907804,80.074046,19,AAC,39.0,6,9,1,29,63.7,11.4,35.0,4,0,55.5,High,Inspect within 7 days,537
LT-1385,Central,13.016112,80.061743,19,Copper,43.8,9,9,2,12,77.8,19.3,46.1,3,1,55.4,High,Inspect within 7 days,538
LT-1271,Central,12.862461,80.071406,17,AAC,40.7,9,7,1,36,53.0,12.4,30.5,4,0,55.4,High,Inspect within 7 days,539
LT-0191,Central,12.878181,80.1115,26,AAC,37.3,7,7,0,32,91.3,4.8,29.6,3,0,55.4,High,Inspect within 7 days,540
LT-0323,South,12.687971,80.030373,29,AAC,44.3,9,7,0,19,83.1,13.0,39.8,3,1,55.3,High,Inspect within 7 days,541
LT-1400,South,12.813512,80.022803,24,AAC,34.3,2,8,1,16,68.5,18.7,51.4,4,0,55.3,High,Inspect within 7 days,542
LT-1504,East,12.933761,80.173305,3,AAC,36.1,5,5,1,30,81.7,62.6,72.3,3,0,55.2,High,Inspect within 7 days,543
LT-1205,North,13.07904,80.260012,19,ACSR,16.4,6,7,1,36,86.9,9.8,37.6,0,0,55.2,High,Inspect within 7 days,544
LT-0046,Central,12.899345,80.031367,6,AAC,18.7,7,5,5,8,44.3,33.5,53.4,4,0,55.2,High,Inspect within 7 days,545
LT-0237,East,12.963781,80.235277,11,ACSR,40.8,10,4,1,35,105.9,24.8,45.2,2,0,55.2,High,Inspect within 7 days,546
LT-0866,Central,12.963808,80.03024,28,ACSR,20.8,2,1,2,23,83.8,34.7,29.1,4,0,55.2,High,Inspect within 7 days,547
LT-1267,North,13.053323,80.139497,24,ACSR,34.4,7,10,0,14,62.4,5.5,74.7,2,1,55.1,High,Inspect within 7 days,548
LT-0652,Central,12.826973,80.119274,27,ACSR,52.3,6,2,2,27,76.2,6.1,37.6,5,0,55.1,High,Inspect within 7 days,549
LT-0451,North,13.095318,80.176439,22,AAC,25.1,10,5,1,19,85.2,11.9,38.4,2,0,55.1,High,Inspect within 7 days,550
LT-1225,North,13.134083,80.202955,16,AAC,20.9,3,8,1,27,88.0,21.7,45.2,2,1,55.1,High,Inspect within 7 days,551
LT-0883,Central,12.889518,80.046313,17,AAC,16.2,2,6,2,11,110.4,35.4,33.3,7,0,55.0,High,Inspect within 7 days,552
LT-0755,West,12.999737,79.931326,20,ACSR,27.2,7,10,0,33,86.4,25.2,39.7,0,0,55.0,High,Inspect within 7 days,553
LT-0983,West,12.988722,79.95417,24,AAC,34.3,3,0,3,25,80.5,40.5,30.7,3,0,55.0,High,Inspect within 7 days,554
LT-0100,Central,12.904097,80.07185,13,ACSR,31.0,6,6,3,6,88.6,54.0,36.2,5,0,54.9,Medium,Include in the next scheduled inspection,555
LT-1372,Central,12.884585,80.13235,25,Copper,29.3,10,7,0,30,85.1,29.7,42.1,0,0,54.9,Medium,Include in the next scheduled inspection,556
LT-0335,North,13.102029,80.110527,5,ACSR,29.3,4,5,2,17,98.6,49.3,60.7,5,0,54.8,Medium,Include in the next scheduled inspection,557
LT-0266,North,13.084548,80.157769,16,AAC,36.6,4,4,0,34,82.3,21.2,52.9,5,1,54.8,Medium,Include in the next scheduled inspection,558
LT-1569,East,12.939937,80.261861,17,Copper,30.8,6,8,0,11,89.8,52.1,56.5,7,0,54.8,Medium,Include in the next scheduled inspection,559
LT-1549,South,12.738059,79.991421,34,AAC,58.5,4,5,2,14,52.6,19.9,51.0,2,1,54.8,Medium,Include in the next scheduled inspection,560
LT-1242,South,12.748681,80.004339,16,AAC,36.2,9,0,0,24,67.1,22.9,52.8,8,0,54.8,Medium,Include in the next scheduled inspection,561
LT-0927,North,13.055846,80.168029,19,AAC,40.7,9,3,0,32,89.4,19.9,44.9,3,1,54.6,Medium,Include in the next scheduled inspection,562
LT-0168,Central,12.908071,80.076473,6,AAC,17.6,7,8,1,27,47.3,5.5,81.3,3,0,54.6,Medium,Include in the next scheduled inspection,563
LT-0463,Central,12.858005,80.080182,15,AAC,24.7,8,3,1,35,82.9,1.4,35.3,6,0,54.4,Medium,Include in the next scheduled inspection,564
LT-1436,Central,12.913019,80.060264,18,ACSR,55.2,8,10,1,35,57.1,7.1,46.1,1,1,54.4,Medium,Include in the next scheduled inspection,565
LT-0363,North,13.107039,80.173831,35,ACSR,43.4,3,9,0,9,57.0,23.7,53.4,3,0,54.3,Medium,Include in the next scheduled inspection,566
LT-0179,Central,12.966148,80.064383,13,AAC,21.4,4,6,1,22,79.5,9.3,35.7,9,0,54.3,Medium,Include in the next scheduled inspection,567
LT-1223,Central,12.990488,80.081105,26,ACSR,43.6,8,2,1,14,79.0,46.9,16.0,6,0,54.2,Medium,Include in the next scheduled inspection,568
LT-0958,East,12.925051,80.213195,18,AAC,31.3,8,10,1,25,63.8,14.0,40.0,3,0,54.1,Medium,Include in the next scheduled inspection,569
LT-1651,South,12.778489,79.984982,2,AAC,35.1,7,10,0,27,99.4,33.6,64.9,3,0,54.0,Medium,Include in the next scheduled inspection,570
LT-1398,Central,12.888712,80.119309,29,AAC,28.1,6,2,0,16,75.9,36.8,65.7,1,0,53.9,Medium,Include in the next scheduled inspection,571
LT-1324,West,12.923675,79.911054,23,ACSR,32.6,9,3,1,4,110.7,42.7,46.7,5,0,53.8,Medium,Include in the next scheduled inspection,572
LT-0852,South,12.748951,80.018058,5,ACSR,24.6,9,8,0,27,86.4,11.2,50.2,7,1,53.7,Medium,Include in the next scheduled inspection,573
LT-1790,North,13.136192,80.118474,11,ACSR,16.7,10,7,1,17,59.3,19.2,46.5,5,0,53.7,Medium,Include in the next scheduled inspection,574
LT-0080,West,12.947685,79.920774,24,AAC,48.8,9,2,0,34,47.0,18.5,49.0,4,0,53.6,Medium,Include in the next scheduled inspection,575
LT-1115,Central,12.886287,80.064386,28,ACSR,26.7,1,7,1,22,64.9,57.0,41.9,1,0,53.6,Medium,Include in the next scheduled inspection,576
LT-0061,West,12.972642,79.905453,13,AAC,38.7,7,10,0,24,82.1,40.4,55.7,2,0,53.6,Medium,Include in the next scheduled inspection,577
LT-0348,South,12.710211,79.963362,28,ACSR,34.0,1,0,2,26,92.3,18.8,63.6,2,0,53.5,Medium,Include in the next scheduled inspection,578
LT-0035,East,12.929723,80.257156,23,Copper,25.7,8,10,1,26,66.5,14.9,36.8,3,0,53.5,Medium,Include in the next scheduled inspection,579
LT-0819,West,12.953344,79.852906,19,AAC,38.5,3,10,0,32,92.1,4.0,34.3,7,0,53.4,Medium,Include in the next scheduled inspection,580
LT-0921,North,13.097803,80.141918,32,ACSR,42.8,3,5,1,12,112.7,79.0,10.0,2,0,53.4,Medium,Include in the next scheduled inspection,581
LT-0383,West,12.984069,79.981816,22,ACSR,36.3,9,7,1,13,79.2,5.9,49.1,4,0,53.4,Medium,Include in the next scheduled inspection,582
LT-0922,Central,12.84793,80.106536,2,ACSR,19.5,1,2,0,33,103.4,94.3,43.4,8,0,53.3,Medium,Include in the next scheduled inspection,583
LT-0660,South,12.693926,80.062333,26,AAC,32.3,3,5,0,32,69.7,34.5,26.5,5,1,53.2,Medium,Include in the next scheduled inspection,584
LT-1054,North,13.057798,80.163416,27,AAC,29.9,4,2,2,2,82.1,22.2,58.7,5,0,53.2,Medium,Include in the next scheduled inspection,585
LT-1413,Central,12.868406,80.091886,2,AAC,29.7,1,10,1,33,58.9,49.3,59.1,5,0,53.1,Medium,Include in the next scheduled inspection,586
LT-1625,South,12.731371,80.017205,12,ACSR,47.8,2,6,3,20,95.3,58.3,42.0,3,0,53.1,Medium,Include in the next scheduled inspection,587
LT-0548,North,13.092928,80.147691,18,ACSR,55.3,1,7,2,33,84.9,29.6,16.7,6,0,53.1,Medium,Include in the next scheduled inspection,588
LT-0165,East,12.965942,80.234374,22,ACSR,38.5,10,2,0,16,74.3,2.9,73.2,5,1,53.0,Medium,Include in the next scheduled inspection,589
LT-0111,East,12.953748,80.17148,27,ACSR,47.5,3,7,0,8,51.8,51.1,62.1,6,0,52.9,Medium,Include in the next scheduled inspection,590
LT-1089,East,12.893416,80.180762,20,AAC,30.1,3,0,4,33,83.9,28.0,33.3,2,1,52.9,Medium,Include in the next scheduled inspection,591
LT-0427,South,12.684917,79.972129,21,AAC,44.4,9,3,1,13,101.7,40.9,56.0,2,0,52.9,Medium,Include in the next scheduled inspection,592
LT-0104,Central,12.932947,80.080521,27,ACSR,36.0,4,10,0,29,77.2,15.4,26.7,3,0,52.9,Medium,Include in the next scheduled inspection,593
LT-0016,South,12.674663,80.032714,24,ACSR,16.4,9,9,0,1,75.1,23.8,53.1,5,1,52.9,Medium,Include in the next scheduled inspection,594
LT-0803,Central,12.962154,80.148414,14,AAC,45.1,1,9,1,34,74.4,9.0,54.9,3,0,52.9,Medium,Include in the next scheduled inspection,595
LT-1777,West,12.952318,79.989065,11,AAC,32.1,10,8,2,8,86.6,30.7,24.4,7,0,52.8,Medium,Include in the next scheduled inspection,596
LT-0239,North,13.09372,80.154007,16,AAC,28.3,9,5,1,26,64.5,22.6,32.0,4,0,52.8,Medium,Include in the next scheduled inspection,597
LT-0372,South,12.73478,79.969802,30,AAC,32.0,6,8,0,22,73.6,10.7,28.8,4,0,52.8,Medium,Include in the next scheduled inspection,598
LT-1637,East,12.893352,80.229957,30,AAC,15.0,10,2,0,18,80.6,23.8,46.0,2,0,52.7,Medium,Include in the next scheduled inspection,599
LT-1268,Central,12.904036,80.106533,5,AAC,43.1,4,7,2,33,88.2,36.1,40.1,4,0,52.7,Medium,Include in the next scheduled inspection,600
LT-1446,East,12.919283,80.185617,14,AAC,27.2,9,6,0,15,96.9,49.0,52.6,4,1,52.7,Medium,Include in the next scheduled inspection,601
LT-0950,South,12.734011,80.046234,24,ACSR,23.3,9,7,2,2,69.6,6.7,46.3,4,0,52.7,Medium,Include in the next scheduled inspection,602
LT-0768,North,13.146257,80.127337,26,ACSR,47.1,3,8,1,36,68.2,22.0,18.8,2,0,52.7,Medium,Include in the next scheduled inspection,603
LT-0238,West,12.943075,79.8783,32,AAC,21.4,1,9,1,22,54.7,9.8,50.1,2,1,52.6,Medium,Include in the next scheduled inspection,604
LT-0101,Central,12.946531,80.14704,15,Copper,47.2,6,2,1,29,99.9,64.2,50.0,2,0,52.6,Medium,Include in the next scheduled inspection,605
LT-0775,North,13.098977,80.118284,20,AAC,49.1,10,6,0,12,68.3,28.1,55.2,4,0,52.5,Medium,Include in the next scheduled inspection,606
LT-1443,North,13.065361,80.128754,30,ACSR,30.9,6,1,0,23,54.1,21.2,61.9,3,1,52.5,Medium,Include in the next scheduled inspection,607
